Timestamp,Operator,URL,Issue
2025-11-19T10:50:15.701790+01:00,KT_GL,https://wms.geo.gl.ch/?SERVICE=WMS&VERSION=1.3.0&REQUEST=GetCapabilities,"'NoneType' object has no attribute 'identification'"
2025-11-19T10:50:28.025408+01:00,KT_GL,https://wfs.geo.gl.ch/?service=WFS&request=GetCapabilities,"'NoneType' object has no attribute 'identification'"
