Timestamp,Operator,URL,Issue
2025-11-19T08:46:47.057579+01:00,KT_AI,https://www.geoportal.ch/services/wms/ktai?SERVICE=WMS&REQUEST=GetCapabilities,"'NoneType' object has no attribute 'identification'"
